client_name,day_of_week,quantity,서비스 종류,성비(남:녀),업종,temperature,메인 메뉴,food_class,spicy,food_temperature_level,basic_quantity
뱅크샐러드,화,48,베이직,6:4,IT,10,깍두기 볶음밥,한식,0.5,1,50
위시켓,화,34,베이직,6:4,IT,10,깍두기 볶음밥,한식,0.5,1,130
이노레드,화,62,베이직,8:2,마케팅,10,깍두기 볶음밥,한식,0.5,1,95
코렘시스,화,17,베이직,8:2,건설,10,깍두기 볶음밥,한식,0.5,1,18
크래프톤,화,114,베이직,7:3,게임,10,깍두기 볶음밥,한식,0.5,1,120
휴이노,화,52,베이직,8:2,IT,10,깍두기 볶음밥,한식,0.5,1,80
NC문화재단,화,21,프리미엄,7:3,게임,10,깍두기 볶음밥,한식,0.5,1,22
S2W,화,33,베이직,6:4,IT,10,깍두기 볶음밥,한식,0.5,1,50
더퍼스트터치,수,34,베이직,7:3,제조,12,수제쉬림프버거,양식,0,1,95
로지올,수,70,베이직,7:3,IT,12,수제쉬림프버거,양식,0,1,75
리벨리온,수,28,베이직,7:3,IT,12,수제쉬림프버거,양식,0,1,28
마인드로직,수,20,베이직,5:5,IT,12,수제쉬림프버거,양식,0,1,25
메드트로닉,수,78,베이직,7:3,무역,12,수제쉬림프버거,양식,0,1,75
알파투쎄븐쓰리,수,44,베이직,7:3,IT,12,수제쉬림프버거,양식,0,1,20
엔라이즈,수,35,베이직,7:3,IT,12,수제쉬림프버거,양식,0,1,40
위시켓,수,36,베이직,6:4,IT,12,수제쉬림프버거,양식,0,1,130
이노레드,수,65,베이직,8:2,마케팅,12,수제쉬림프버거,양식,0,1,95
쿼터백,수,22,베이직,7:3,IT,12,수제쉬림프버거,양식,0,1,25
크래프톤,수,120,베이직,7:3,게임,12,수제쉬림프버거,양식,0,1,120
크립토파라다이스,수,24,베이직,6:4,게임,12,수제쉬림프버거,양식,0,1,20
테거스,수,21,베이직,7:3,IT,12,수제쉬림프버거,양식,0,1,20
테스시스템,수,22,프리미엄,7:3,IT,12,수제쉬림프버거,양식,0,1,22
프롬더레드,수,22,베이직,7:3,게임,12,수제쉬림프버거,양식,0,1,30
플레이링스,수,22,베이직,7:3,게임,12,수제쉬림프버거,양식,0,1,30
핏투게더,수,30,프리미엄,8:2,IT,12,수제쉬림프버거,양식,0,1,55
마인드로직,목,18,베이직,5:5,IT,12,돼지고기생강구이,한식,0,1,25
메드트로닉,목,70,베이직,7:3,무역,12,돼지고기생강구이,한식,0,1,75
부농,목,23,베이직,7:3,제조,12,돼지고기생강구이,한식,0,1,25
분당메모리얼파크,목,28,베이직,5:5,서비스,12,돼지고기생강구이,한식,0,1,40
비트센싱,목,20,베이직,6:4,IT,12,돼지고기생강구이,한식,0,1,36
비헤이브글로벌,목,29,베이직,5:5,마케팅,12,돼지고기생강구이,한식,0,1,35
세종메디칼,목,26,베이직,7:3,의료,12,돼지고기생강구이,한식,0,1,70
알파투쎄븐쓰리,목,40,베이직,7:3,IT,12,돼지고기생강구이,한식,0,1,20
엔라이즈,목,32,베이직,7:3,IT,12,돼지고기생강구이,한식,0,1,40
엠레드클리닉,목,22,베이직,2:8,미용,12,돼지고기생강구이,한식,0,1,30
오가나셀피부과,목,32,프리미엄,3:7,미용,12,돼지고기생강구이,한식,0,1,45
코렘시스,목,16,베이직,8:2,건설,12,돼지고기생강구이,한식,0,1,18
쿼터백,목,20,베이직,7:3,IT,12,돼지고기생강구이,한식,0,1,25
크래프톤,목,108,베이직,7:3,게임,12,돼지고기생강구이,한식,0,1,120
크립토파라다이스,목,22,베이직,6:4,게임,12,돼지고기생강구이,한식,0,1,20
프롬더레드,목,20,베이직,7:3,게임,12,돼지고기생강구이,한식,0,1,30
플레이링스,목,20,베이직,7:3,게임,12,돼지고기생강구이,한식,0,1,30
핏투게더,목,27,프리미엄,8:2,IT,12,돼지고기생강구이,한식,0,1,55
휴이노,목,50,베이직,8:2,IT,12,돼지고기생강구이,한식,0,1,80
더퍼스트터치,금,30,베이직,7:3,제조,12,에그롤 샌드위치,양식,0,0,95
마인드로직,금,17,베이직,5:5,IT,12,에그롤 샌드위치,양식,0,0,25
메드트로닉,금,68,베이직,7:3,무역,12,에그롤 샌드위치,양식,0,0,75
뱅크샐러드,금,44,베이직,6:4,IT,12,에그롤 샌드위치,양식,0,0,50
비트센싱,금,19,베이직,6:4,IT,12,에그롤 샌드위치,양식,0,0,36
비헤이브글로벌,금,28,베이직,5:5,마케팅,12,에그롤 샌드위치,양식,0,0,35
세종메디칼,금,25,베이직,7:3,의료,12,에그롤 샌드위치,양식,0,0,70
알파투쎄븐쓰리,금,38,베이직,7:3,IT,12,에그롤 샌드위치,양식,0,0,20
위시켓,금,31,베이직,6:4,IT,12,에그롤 샌드위치,양식,0,0,130
코렘시스,금,16,베이직,8:2,건설,12,에그롤 샌드위치,양식,0,0,18
쿼터백,금,19,베이직,7:3,IT,12,에그롤 샌드위치,양식,0,0,25
크래프톤,금,104,베이직,7:3,게임,12,에그롤 샌드위치,양식,0,0,120
크립토파라다이스,금,21,베이직,6:4,게임,12,에그롤 샌드위치,양식,0,0,20
휴이노,금,48,베이직,8:2,IT,12,에그롤 샌드위치,양식,0,0,80
NC문화재단,금,19,프리미엄,7:3,게임,12,에그롤 샌드위치,양식,0,0,22
긱스빈,월,19,베이직,7:3,전기전자,15,깻잎닭볶음,한식,0.3,1,35
버핏서울,월,16,베이직,7:3,헬스케어,15,깻잎닭볶음,한식,0.3,1,35
부농,월,20,베이직,7:3,제조,15,깻잎닭볶음,한식,0.3,1,25
분당메모리얼파크,월,25,베이직,5:5,서비스,15,깻잎닭볶음,한식,0.3,1,40
비트센싱,월,18,베이직,6:4,IT,15,깻잎닭볶음,한식,0.3,1,36
비헤이브글로벌,월,26,베이직,5:5,마케팅,15,깻잎닭볶음,한식,0.3,1,35
세종메디칼,월,23,베이직,7:3,의료,15,깻잎닭볶음,한식,0.3,1,70
소프트팩,월,44,베이직,3:7,식음료,15,깻잎닭볶음,한식,0.3,1,55
슈퍼진,월,14,베이직,7:3,게임,15,깻잎닭볶음,한식,0.3,1,55
알파투쎄븐쓰리,월,35,베이직,7:3,IT,15,깻잎닭볶음,한식,0.3,1,20
엔라이즈,월,28,베이직,7:3,IT,15,깻잎닭볶음,한식,0.3,1,40
위시켓,월,29,베이직,6:4,IT,15,깻잎닭볶음,한식,0.3,1,130
이노레드,월,52,베이직,8:2,마케팅,15,깻잎닭볶음,한식,0.3,1,95
휴이노,월,44,베이직,8:2,IT,15,깻잎닭볶음,한식,0.3,1,80
NC문화재단,월,18,프리미엄,7:3,게임,15,깻잎닭볶음,한식,0.3,1,22
S2W,월,28,베이직,6:4,IT,15,깻잎닭볶음,한식,0.3,1,50
WMS,월,22,베이직,5:5,IT,15,깻잎닭볶음,한식,0.3,1,30
네스필러피케이지,화,26,베이직,6:4,미용,13,간장닭볶음탕,한식,0.3,2,30
더퍼스트터치,화,32,베이직,7:3,제조,13,간장닭볶음탕,한식,0.3,2,95
로지올,화,67,베이직,7:3,IT,13,간장닭볶음탕,한식,0.3,2,75
리벨리온,화,27,베이직,7:3,IT,13,간장닭볶음탕,한식,0.3,2,28
마인드로직,화,19,베이직,5:5,IT,13,간장닭볶음탕,한식,0.3,2,25
메드트로닉,화,74,베이직,7:3,무역,13,간장닭볶음탕,한식,0.3,2,75
뱅크샐러드,화,48,베이직,6:4,IT,13,간장닭볶음탕,한식,0.3,2,50
위시켓,화,34,베이직,6:4,IT,13,간장닭볶음탕,한식,0.3,2,130
이노레드,화,62,베이직,8:2,마케팅,13,간장닭볶음탕,한식,0.3,2,95
코렘시스,화,17,베이직,8:2,건설,13,간장닭볶음탕,한식,0.3,2,18
크래프톤,화,114,베이직,7:3,게임,13,간장닭볶음탕,한식,0.3,2,120
휴이노,화,52,베이직,8:2,IT,13,간장닭볶음탕,한식,0.3,2,80
NC문화재단,화,21,프리미엄,7:3,게임,13,간장닭볶음탕,한식,0.3,2,22
S2W,화,33,베이직,6:4,IT,13,간장닭볶음탕,한식,0.3,2,50
더퍼스트터치,수,34,베이직,7:3,제조,12,돼지목살김치찜,한식,0.6,2,95
로지올,수,70,베이직,7:3,IT,12,돼지목살김치찜,한식,0.6,2,75
리벨리온,수,28,베이직,7:3,IT,12,돼지목살김치찜,한식,0.6,2,28
마인드로직,수,20,베이직,5:5,IT,12,돼지목살김치찜,한식,0.6,2,25
메드트로닉,수,78,베이직,7:3,무역,12,돼지목살김치찜,한식,0.6,2,75
알파투쎄븐쓰리,수,44,베이직,7:3,IT,12,돼지목살김치찜,한식,0.6,2,20
엔라이즈,수,35,베이직,7:3,IT,12,돼지목살김치찜,한식,0.6,2,40
위시켓,수,36,베이직,6:4,IT,12,돼지목살김치찜,한식,0.6,2,130
이노레드,수,65,베이직,8:2,마케팅,12,돼지목살김치찜,한식,0.6,2,95
쿼터백,수,22,베이직,7:3,IT,12,돼지목살김치찜,한식,0.6,2,25
크래프톤,수,120,베이직,7:3,게임,12,돼지목살김치찜,한식,0.6,2,120
크립토파라다이스,수,24,베이직,6:4,게임,12,돼지목살김치찜,한식,0.6,2,20
테거스,수,21,베이직,7:3,IT,12,돼지목살김치찜,한식,0.6,2,20
테스시스템,수,22,프리미엄,7:3,IT,12,돼지목살김치찜,한식,0.6,2,22
프롬더레드,수,22,베이직,7:3,게임,12,돼지목살김치찜,한식,0.6,2,30
플레이링스,수,22,베이직,7:3,게임,12,돼지목살김치찜,한식,0.6,2,30
핏투게더,수,30,프리미엄,8:2,IT,12,돼지목살김치찜,한식,0.6,2,55
마인드로직,목,18,베이직,5:5,IT,12,매운닭갈비,한식,0.8,1,25
메드트로닉,목,70,베이직,7:3,무역,12,매운닭갈비,한식,0.8,1,75
부농,목,23,베이직,7:3,제조,12,매운닭갈비,한식,0.8,1,25
분당메모리얼파크,목,28,베이직,5:5,서비스,12,매운닭갈비,한식,0.8,1,40
비트센싱,목,20,베이직,6:4,IT,12,매운닭갈비,한식,0.8,1,36
비헤이브글로벌,목,29,베이직,5:5,마케팅,12,매운닭갈비,한식,0.8,1,35
세종메디칼,목,26,베이직,7:3,의료,12,매운닭갈비,한식,0.8,1,70
알파투쎄븐쓰리,목,40,베이직,7:3,IT,12,매운닭갈비,한식,0.8,1,20
엔라이즈,목,32,베이직,7:3,IT,12,매운닭갈비,한식,0.8,1,40
엠레드클리닉,목,22,베이직,2:8,미용,12,매운닭갈비,한식,0.8,1,30
오가나셀피부과,목,32,프리미엄,3:7,미용,12,매운닭갈비,한식,0.8,1,45
코렘시스,목,16,베이직,8:2,건설,12,매운닭갈비,한식,0.8,1,18
쿼터백,목,20,베이직,7:3,IT,12,매운닭갈비,한식,0.8,1,25
크래프톤,목,108,베이직,7:3,게임,12,매운닭갈비,한식,0.8,1,120
크립토파라다이스,목,22,베이직,6:4,게임,12,매운닭갈비,한식,0.8,1,20
프롬더레드,목,20,베이직,7:3,게임,12,매운닭갈비,한식,0.8,1,30
플레이링스,목,20,베이직,7:3,게임,12,매운닭갈비,한식,0.8,1,30
핏투게더,목,27,프리미엄,8:2,IT,12,매운닭갈비,한식,0.8,1,55
휴이노,목,50,베이직,8:2,IT,12,매운닭갈비,한식,0.8,1,80
더퍼스트터치,금,30,베이직,7:3,제조,11,고르곤졸라 만조 파스타,양식,0.1,1,95
마인드로직,금,17,베이직,5:5,IT,11,고르곤졸라 만조 파스타,양식,0.1,1,25
메드트로닉,금,68,베이직,7:3,무역,11,고르곤졸라 만조 파스타,양식,0.1,1,75
뱅크샐러드,금,44,베이직,6:4,IT,11,고르곤졸라 만조 파스타,양식,0.1,1,50
비트센싱,금,19,베이직,6:4,IT,11,고르곤졸라 만조 파스타,양식,0.1,1,36
비헤이브글로벌,금,28,베이직,5:5,마케팅,11,고르곤졸라 만조 파스타,양식,0.1,1,35
세종메디칼,금,25,베이직,7:3,의료,11,고르곤졸라 만조 파스타,양식,0.1,1,70
알파투쎄븐쓰리,금,38,베이직,7:3,IT,11,고르곤졸라 만조 파스타,양식,0.1,1,20
위시켓,금,31,베이직,6:4,IT,11,고르곤졸라 만조 파스타,양식,0.1,1,130
코렘시스,금,16,베이직,8:2,건설,11,고르곤졸라 만조 파스타,양식,0.1,1,18
쿼터백,금,19,베이직,7:3,IT,11,고르곤졸라 만조 파스타,양식,0.1,1,25
크래프톤,금,104,베이직,7:3,게임,11,고르곤졸라 만조 파스타,양식,0.1,1,120
크립토파라다이스,금,21,베이직,6:4,게임,11,고르곤졸라 만조 파스타,양식,0.1,1,20
휴이노,금,48,베이직,8:2,IT,11,고르곤졸라 만조 파스타,양식,0.1,1,80
NC문화재단,금,19,프리미엄,7:3,게임,11,고르곤졸라 만조 파스타,양식,0.1,1,22
긱스빈,월,19,베이직,7:3,전기전자,9,매콤훈제오리,한식,0.7,1,35
버핏서울,월,16,베이직,7:3,헬스케어,9,매콤훈제오리,한식,0.7,1,35
부농,월,20,베이직,7:3,제조,9,매콤훈제오리,한식,0.7,1,25
분당메모리얼파크,월,25,베이직,5:5,서비스,9,매콤훈제오리,한식,0.7,1,40
비트센싱,월,18,베이직,6:4,IT,9,매콤훈제오리,한식,0.7,1,36
비헤이브글로벌,월,26,베이직,5:5,마케팅,9,매콤훈제오리,한식,0.7,1,35
세종메디칼,월,23,베이직,7:3,의료,9,매콤훈제오리,한식,0.7,1,70
소프트팩,월,44,베이직,3:7,식음료,9,매콤훈제오리,한식,0.7,1,55
슈퍼진,월,14,베이직,7:3,게임,9,매콤훈제오리,한식,0.7,1,55
알파투쎄븐쓰리,월,35,베이직,7:3,IT,9,매콤훈제오리,한식,0.7,1,20
엔라이즈,월,28,베이직,7:3,IT,9,매콤훈제오리,한식,0.7,1,40
위시켓,월,29,베이직,6:4,IT,9,매콤훈제오리,한식,0.7,1,130
이노레드,월,52,베이직,8:2,마케팅,9,매콤훈제오리,한식,0.7,1,95
휴이노,월,44,베이직,8:2,IT,9,매콤훈제오리,한식,0.7,1,80
NC문화재단,월,18,프리미엄,7:3,게임,9,매콤훈제오리,한식,0.7,1,22
S2W,월,28,베이직,6:4,IT,9,매콤훈제오리,한식,0.7,1,50
WMS,월,22,베이직,5:5,IT,9,매콤훈제오리,한식,0.7,1,30
네스필러피케이지,화,26,베이직,6:4,미용,9,트러플 페스토 파스타,양식,0.1,1,30
더퍼스트터치,화,32,베이직,7:3,제조,9,트러플 페스토 파스타,양식,0.1,1,95
로지올,화,67,베이직,7:3,IT,9,트러플 페스토 파스타,양식,0.1,1,75
리벨리온,화,27,베이직,7:3,IT,9,트러플 페스토 파스타,양식,0.1,1,28
마인드로직,화,19,베이직,5:5,IT,9,트러플 페스토 파스타,양식,0.1,1,25
메드트로닉,화,74,베이직,7:3,무역,9,트러플 페스토 파스타,양식,0.1,1,75
뱅크샐러드,화,48,베이직,6:4,IT,9,트러플 페스토 파스타,양식,0.1,1,50
위시켓,화,34,베이직,6:4,IT,9,트러플 페스토 파스타,양식,0.1,1,130
이노레드,화,62,베이직,8:2,마케팅,9,트러플 페스토 파스타,양식,0.1,1,95
코렘시스,화,17,베이직,8:2,건설,9,트러플 페스토 파스타,양식,0.1,1,18
크래프톤,화,114,베이직,7:3,게임,9,트러플 페스토 파스타,양식,0.1,1,120
휴이노,화,52,베이직,8:2,IT,9,트러플 페스토 파스타,양식,0.1,1,80
NC문화재단,화,21,프리미엄,7:3,게임,9,트러플 페스토 파스타,양식,0.1,1,22
S2W,화,33,베이직,6:4,IT,9,트러플 페스토 파스타,양식,0.1,1,50
더퍼스트터치,수,34,베이직,7:3,제조,8,연어포케,양식,0,0,95
로지올,수,70,베이직,7:3,IT,8,연어포케,양식,0,0,75
리벨리온,수,28,베이직,7:3,IT,8,연어포케,양식,0,0,28
마인드로직,수,20,베이직,5:5,IT,8,연어포케,양식,0,0,25
메드트로닉,수,78,베이직,7:3,무역,8,연어포케,양식,0,0,75
알파투쎄븐쓰리,수,44,베이직,7:3,IT,8,연어포케,양식,0,0,20
엔라이즈,수,35,베이직,7:3,IT,8,연어포케,양식,0,0,40
위시켓,수,36,베이직,6:4,IT,8,연어포케,양식,0,0,130
이노레드,수,65,베이직,8:2,마케팅,8,연어포케,양식,0,0,95
쿼터백,수,22,베이직,7:3,IT,8,연어포케,양식,0,0,25
크래프톤,수,120,베이직,7:3,게임,8,연어포케,양식,0,0,120
크립토파라다이스,수,24,베이직,6:4,게임,8,연어포케,양식,0,0,20
테거스,수,21,베이직,7:3,IT,8,연어포케,양식,0,0,20
테스시스템,수,22,프리미엄,7:3,IT,8,연어포케,양식,0,0,22
프롬더레드,수,22,베이직,7:3,게임,8,연어포케,양식,0,0,30
플레이링스,수,22,베이직,7:3,게임,8,연어포케,양식,0,0,30
핏투게더,수,30,프리미엄,8:2,IT,8,연어포케,양식,0,0,55
마인드로직,목,18,베이직,5:5,IT,9,돼지고기짜장볶음,한식,0.2,1,25
메드트로닉,목,70,베이직,7:3,무역,9,돼지고기짜장볶음,한식,0.2,1,75
부농,목,23,베이직,7:3,제조,9,돼지고기짜장볶음,한식,0.2,1,25
분당메모리얼파크,목,28,베이직,5:5,서비스,9,돼지고기짜장볶음,한식,0.2,1,40
비트센싱,목,20,베이직,6:4,IT,9,돼지고기짜장볶음,한식,0.2,1,36
비헤이브글로벌,목,29,베이직,5:5,마케팅,9,돼지고기짜장볶음,한식,0.2,1,35
세종메디칼,목,26,베이직,7:3,의료,9,돼지고기짜장볶음,한식,0.2,1,70
알파투쎄븐쓰리,목,40,베이직,7:3,IT,9,돼지고기짜장볶음,한식,0.2,1,20
엔라이즈,목,32,베이직,7:3,IT,9,돼지고기짜장볶음,한식,0.2,1,40
엠레드클리닉,목,22,베이직,2:8,미용,9,돼지고기짜장볶음,한식,0.2,1,30
오가나셀피부과,목,32,프리미엄,3:7,미용,9,돼지고기짜장볶음,한식,0.2,1,45
코렘시스,목,16,베이직,8:2,건설,9,돼지고기짜장볶음,한식,0.2,1,18
쿼터백,목,20,베이직,7:3,IT,9,돼지고기짜장볶음,한식,0.2,1,25
크래프톤,목,108,베이직,7:3,게임,9,돼지고기짜장볶음,한식,0.2,1,120
크립토파라다이스,목,22,베이직,6:4,게임,9,돼지고기짜장볶음,한식,0.2,1,20
프롬더레드,목,20,베이직,7:3,게임,9,돼지고기짜장볶음,한식,0.2,1,30
플레이링스,목,20,베이직,7:3,게임,9,돼지고기짜장볶음,한식,0.2,1,30
핏투게더,목,27,프리미엄,8:2,IT,9,돼지고기짜장볶음,한식,0.2,1,55
휴이노,목,50,베이직,8:2,IT,9,돼지고기짜장볶음,한식,0.2,1,80
더퍼스트터치,금,30,베이직,7:3,제조,12,카다이프롤,양식,0.2,0,95
마인드로직,금,17,베이직,5:5,IT,12,카다이프롤,양식,0.2,0,25
메드트로닉,금,68,베이직,7:3,무역,12,카다이프롤,양식,0.2,0,75
뱅크샐러드,금,44,베이직,6:4,IT,12,카다이프롤,양식,0.2,0,50
비트센싱,금,19,베이직,6:4,IT,12,카다이프롤,양식,0.2,0,36
비헤이브글로벌,금,28,베이직,5:5,마케팅,12,카다이프롤,양식,0.2,0,35
세종메디칼,금,25,베이직,7:3,의료,12,카다이프롤,양식,0.2,0,70
알파투쎄븐쓰리,금,38,베이직,7:3,IT,12,카다이프롤,양식,0.2,0,20
위시켓,금,31,베이직,6:4,IT,12,카다이프롤,양식,0.2,0,130
코렘시스,금,16,베이직,8:2,건설,12,카다이프롤,양식,0.2,0,18
쿼터백,금,19,베이직,7:3,IT,12,카다이프롤,양식,0.2,0,25
크래프톤,금,104,베이직,7:3,게임,12,카다이프롤,양식,0.2,0,120
크립토파라다이스,금,21,베이직,6:4,게임,12,카다이프롤,양식,0.2,0,20
휴이노,금,48,베이직,8:2,IT,12,카다이프롤,양식,0.2,0,80
NC문화재단,금,19,프리미엄,7:3,게임,12,카다이프롤,양식,0.2,0,22
긱스빈,월,19,베이직,7:3,전기전자,13,된장차슈,일식,0.3,1,35
버핏서울,월,16,베이직,7:3,헬스케어,13,된장차슈,일식,0.3,1,35
부농,월,20,베이직,7:3,제조,13,된장차슈,일식,0.3,1,25
분당메모리얼파크,월,25,베이직,5:5,서비스,13,된장차슈,일식,0.3,1,40
비트센싱,월,18,베이직,6:4,IT,13,된장차슈,일식,0.3,1,36
비헤이브글로벌,월,26,베이직,5:5,마케팅,13,된장차슈,일식,0.3,1,35
세종메디칼,월,23,베이직,7:3,의료,13,된장차슈,일식,0.3,1,70
소프트팩,월,44,베이직,3:7,식음료,13,된장차슈,일식,0.3,1,55
슈퍼진,월,14,베이직,7:3,게임,13,된장차슈,일식,0.3,1,55
알파투쎄븐쓰리,월,35,베이직,7:3,IT,13,된장차슈,일식,0.3,1,20
엔라이즈,월,28,베이직,7:3,IT,13,된장차슈,일식,0.3,1,40
위시켓,월,29,베이직,6:4,IT,13,된장차슈,일식,0.3,1,130
이노레드,월,52,베이직,8:2,마케팅,13,된장차슈,일식,0.3,1,95
휴이노,월,44,베이직,8:2,IT,13,된장차슈,일식,0.3,1,80
NC문화재단,월,18,프리미엄,7:3,게임,13,된장차슈,일식,0.3,1,22
S2W,월,28,베이직,6:4,IT,13,된장차슈,일식,0.3,1,50
WMS,월,22,베이직,5:5,IT,13,된장차슈,일식,0.3,1,30
네스필러피케이지,화,26,베이직,6:4,미용,15,돼지등갈비김치찜,한식,0.6,2,30
더퍼스트터치,화,32,베이직,7:3,제조,15,돼지등갈비김치찜,한식,0.6,2,95
로지올,화,67,베이직,7:3,IT,15,돼지등갈비김치찜,한식,0.6,2,75
리벨리온,화,27,베이직,7:3,IT,15,돼지등갈비김치찜,한식,0.6,2,28
마인드로직,화,19,베이직,5:5,IT,15,돼지등갈비김치찜,한식,0.6,2,25
메드트로닉,화,74,베이직,7:3,무역,15,돼지등갈비김치찜,한식,0.6,2,75
뱅크샐러드,화,48,베이직,6:4,IT,15,돼지등갈비김치찜,한식,0.6,2,50
위시켓,화,34,베이직,6:4,IT,15,돼지등갈비김치찜,한식,0.6,2,130
이노레드,화,62,베이직,8:2,마케팅,15,돼지등갈비김치찜,한식,0.6,2,95
코렘시스,화,17,베이직,8:2,건설,15,돼지등갈비김치찜,한식,0.6,2,18
크래프톤,화,114,베이직,7:3,게임,15,돼지등갈비김치찜,한식,0.6,2,120
휴이노,화,52,베이직,8:2,IT,15,돼지등갈비김치찜,한식,0.6,2,80
NC문화재단,화,21,프리미엄,7:3,게임,15,돼지등갈비김치찜,한식,0.6,2,22
S2W,화,33,베이직,6:4,IT,15,돼지등갈비김치찜,한식,0.6,2,50
더퍼스트터치,수,34,베이직,7:3,제조,15,허브버터로스트치킨,양식,0.2,1,95
로지올,수,70,베이직,7:3,IT,15,허브버터로스트치킨,양식,0.2,1,75
리벨리온,수,28,베이직,7:3,IT,15,허브버터로스트치킨,양식,0.2,1,28
마인드로직,수,20,베이직,5:5,IT,15,허브버터로스트치킨,양식,0.2,1,25
메드트로닉,수,78,베이직,7:3,무역,15,허브버터로스트치킨,양식,0.2,1,75
알파투쎄븐쓰리,수,44,베이직,7:3,IT,15,허브버터로스트치킨,양식,0.2,1,20
엔라이즈,수,35,베이직,7:3,IT,15,허브버터로스트치킨,양식,0.2,1,40
위시켓,수,36,베이직,6:4,IT,15,허브버터로스트치킨,양식,0.2,1,130
이노레드,수,65,베이직,8:2,마케팅,15,허브버터로스트치킨,양식,0.2,1,95
쿼터백,수,22,베이직,7:3,IT,15,허브버터로스트치킨,양식,0.2,1,25
크래프톤,수,120,베이직,7:3,게임,15,허브버터로스트치킨,양식,0.2,1,120
크립토파라다이스,수,24,베이직,6:4,게임,15,허브버터로스트치킨,양식,0.2,1,20
테거스,수,21,베이직,7:3,IT,15,허브버터로스트치킨,양식,0.2,1,20
테스시스템,수,22,프리미엄,7:3,IT,15,허브버터로스트치킨,양식,0.2,1,22
프롬더레드,수,22,베이직,7:3,게임,15,허브버터로스트치킨,양식,0.2,1,30
플레이링스,수,22,베이직,7:3,게임,15,허브버터로스트치킨,양식,0.2,1,30
핏투게더,수,30,프리미엄,8:2,IT,15,허브버터로스트치킨,양식,0.2,1,55
마인드로직,목,18,베이직,5:5,IT,12,토마토 모짜렐라 크로와상,양식,0,0,25
메드트로닉,목,70,베이직,7:3,무역,12,토마토 모짜렐라 크로와상,양식,0,0,75
부농,목,23,베이직,7:3,제조,12,토마토 모짜렐라 크로와상,양식,0,0,25
분당메모리얼파크,목,28,베이직,5:5,서비스,12,토마토 모짜렐라 크로와상,양식,0,0,40
비트센싱,목,20,베이직,6:4,IT,12,토마토 모짜렐라 크로와상,양식,0,0,36
비헤이브글로벌,목,29,베이직,5:5,마케팅,12,토마토 모짜렐라 크로와상,양식,0,0,35
세종메디칼,목,26,베이직,7:3,의료,12,토마토 모짜렐라 크로와상,양식,0,0,70
알파투쎄븐쓰리,목,40,베이직,7:3,IT,12,토마토 모짜렐라 크로와상,양식,0,0,20
엔라이즈,목,32,베이직,7:3,IT,12,토마토 모짜렐라 크로와상,양식,0,0,40
엠레드클리닉,목,22,베이직,2:8,미용,12,토마토 모짜렐라 크로와상,양식,0,0,30
오가나셀피부과,목,32,프리미엄,3:7,미용,12,토마토 모짜렐라 크로와상,양식,0,0,45
코렘시스,목,16,베이직,8:2,건설,12,토마토 모짜렐라 크로와상,양식,0,0,18
쿼터백,목,20,베이직,7:3,IT,12,토마토 모짜렐라 크로와상,양식,0,0,25
크래프톤,목,108,베이직,7:3,게임,12,토마토 모짜렐라 크로와상,양식,0,0,120
크립토파라다이스,목,22,베이직,6:4,게임,12,토마토 모짜렐라 크로와상,양식,0,0,20
프롬더레드,목,20,베이직,7:3,게임,12,토마토 모짜렐라 크로와상,양식,0,0,30
플레이링스,목,20,베이직,7:3,게임,12,토마토 모짜렐라 크로와상,양식,0,0,30
핏투게더,목,27,프리미엄,8:2,IT,12,토마토 모짜렐라 크로와상,양식,0,0,55
휴이노,목,50,베이직,8:2,IT,12,토마토 모짜렐라 크로와상,양식,0,0,80
더퍼스트터치,금,30,베이직,7:3,제조,8,어향가지삼겹볶음,중식,0.4,1,95
마인드로직,금,17,베이직,5:5,IT,8,어향가지삼겹볶음,중식,0.4,1,25
메드트로닉,금,68,베이직,7:3,무역,8,어향가지삼겹볶음,중식,0.4,1,75
뱅크샐러드,금,44,베이직,6:4,IT,8,어향가지삼겹볶음,중식,0.4,1,50
비트센싱,금,19,베이직,6:4,IT,8,어향가지삼겹볶음,중식,0.4,1,36
비헤이브글로벌,금,28,베이직,5:5,마케팅,8,어향가지삼겹볶음,중식,0.4,1,35
세종메디칼,금,25,베이직,7:3,의료,8,어향가지삼겹볶음,중식,0.4,1,70
알파투쎄븐쓰리,금,38,베이직,7:3,IT,8,어향가지삼겹볶음,중식,0.4,1,20
위시켓,금,31,베이직,6:4,IT,8,어향가지삼겹볶음,중식,0.4,1,130
코렘시스,금,16,베이직,8:2,건설,8,어향가지삼겹볶음,중식,0.4,1,18
쿼터백,금,19,베이직,7:3,IT,8,어향가지삼겹볶음,중식,0.4,1,25
크래프톤,금,104,베이직,7:3,게임,8,어향가지삼겹볶음,중식,0.4,1,120
크립토파라다이스,금,21,베이직,6:4,게임,8,어향가지삼겹볶음,중식,0.4,1,20
휴이노,금,48,베이직,8:2,IT,8,어향가지삼겹볶음,중식,0.4,1,80
NC문화재단,금,19,프리미엄,7:3,게임,8,어향가지삼겹볶음,중식,0.4,1,22
긱스빈,월,19,베이직,7:3,전기전자,12,삼겹오징어두루치기,한식,0.6,1,35
버핏서울,월,16,베이직,7:3,헬스케어,12,삼겹오징어두루치기,한식,0.6,1,35
부농,월,20,베이직,7:3,제조,12,삼겹오징어두루치기,한식,0.6,1,25
분당메모리얼파크,월,25,베이직,5:5,서비스,12,삼겹오징어두루치기,한식,0.6,1,40
