고객사명,요일,식수량(인분),서비스 종류,성비(남:녀),업종,최고온도,메인 메뉴,분류,맵기,염도,당도,1인당 소비량(g),1인당 제공량
라포랩스,수,29,베이직,7:3,IT,21,소고기고추장볶음,한식,0.7,0.5,0.5,131,140
로지올,수,70,베이직,7:3,IT,21,소고기고추장볶음,한식,0.7,0.5,0.5,131,140
리벨리온,수,28,베이직,7:3,IT,21,소고기고추장볶음,한식,0.7,0.5,0.5,131,140
마스턴,수,127,프리미엄,7:3,금융,21,소고기고추장볶음,한식,0.7,0.5,0.5,125,140
마인드로직,수,20,베이직,5:5,IT,21,소고기고추장볶음,한식,0.7,0.5,0.5,123,140
마켓잇,수,55,베이직,7:3,마케팅,21,소고기고추장볶음,한식,0.7,0.5,0.5,131,140
메드트로닉,수,78,베이직,7:3,무역,21,소고기고추장볶음,한식,0.7,0.5,0.5,131,140
메쉬코리아,수,22,베이직,6:4,IT,21,소고기고추장볶음,한식,0.7,0.5,0.5,131,140
모빌,수,43,베이직,6:4,IT,21,소고기고추장볶음,한식,0.7,0.5,0.5,128,140
쓰리빌리언,수,32,베이직,7:3,의료,21,소고기고추장볶음,한식,0.7,0.5,0.5,131,140
알파투쎄븐쓰리,수,44,베이직,7:3,IT,21,소고기고추장볶음,한식,0.7,0.5,0.5,131,140
에픽게임즈,수,98,베이직,7:3,게임,21,소고기고추장볶음,한식,0.7,0.5,0.5,131,140
엔라이즈,수,35,베이직,7:3,IT,21,소고기고추장볶음,한식,0.7,0.5,0.5,131,140
엔픽셀,수,55,베이직,7:3,게임,21,소고기고추장볶음,한식,0.7,0.5,0.5,119,140
웨딩북,수,26,베이직,5:5,서비스,21,소고기고추장볶음,한식,0.7,0.5,0.5,131,140
위시켓,수,36,베이직,6:4,IT,21,소고기고추장볶음,한식,0.7,0.5,0.5,123,140
이노레드,수,65,베이직,8:2,마케팅,21,소고기고추장볶음,한식,0.7,0.5,0.5,131,140
이롬플러스,수,22,베이직,7:3,식음료,21,소고기고추장볶음,한식,0.7,0.5,0.5,131,140
이지스,수,48,베이직,8:2,금융,21,소고기고추장볶음,한식,0.7,0.5,0.5,131,140
이지스 CCMM,수,50,베이직,7:3,금융,21,소고기고추장볶음,한식,0.7,0.5,0.5,131,140
코빗,수,48,베이직,7:3,IT,21,소고기고추장볶음,한식,0.7,0.5,0.5,131,140
쿼터백,수,22,베이직,7:3,IT,21,소고기고추장볶음,한식,0.7,0.5,0.5,131,140
큐피스트,수,37,베이직,7:3,IT,21,소고기고추장볶음,한식,0.7,0.5,0.5,131,140
크래프톤,수,120,베이직,7:3,게임,21,소고기고추장볶음,한식,0.7,0.5,0.5,131,140
크립토파라다이스,수,24,베이직,6:4,게임,21,소고기고추장볶음,한식,0.7,0.5,0.5,124,140
태평양감정평가법인,수,54,베이직,7:3,감정평가,21,소고기고추장볶음,한식,0.7,0.5,0.5,131,140
테거스,수,21,베이직,7:3,IT,21,소고기고추장볶음,한식,0.7,0.5,0.5,131,140
테스시스템,수,22,프리미엄,7:3,IT,21,소고기고추장볶음,한식,0.7,0.5,0.5,131,140
토스,수,20,프리미엄,7:3,핀테크,21,소고기고추장볶음,한식,0.7,0.5,0.5,131,140
토스증권,수,18,프리미엄,7:3,핀테크,21,소고기고추장볶음,한식,0.7,0.5,0.5,131,140
투바이트,수,46,베이직,8:2,게임,21,소고기고추장볶음,한식,0.7,0.5,0.5,131,140
퍼시픽자산운용,수,24,베이직,6:4,금융,21,소고기고추장볶음,한식,0.7,0.5,0.5,131,140
퓨처플레이,수,37,프리미엄,6:4,IT,21,소고기고추장볶음,한식,0.7,0.5,0.5,131,140
프롬더레드,수,22,베이직,7:3,게임,21,소고기고추장볶음,한식,0.7,0.5,0.5,123,140
플랜얼라이언스,수,25,베이직,7:3,마케팅,21,소고기고추장볶음,한식,0.7,0.5,0.5,131,140
플레이링스,수,22,베이직,7:3,게임,21,소고기고추장볶음,한식,0.7,0.5,0.5,131,140
핀트,수,24,베이직,7:3,전자상거래,21,소고기고추장볶음,한식,0.7,0.5,0.5,131,140
핏투게더,수,30,프리미엄,8:2,IT,21,소고기고추장볶음,한식,0.7,0.5,0.5,121,140
마스턴,목,114,프리미엄,7:3,금융,16,치미추리 부채살 스테이크,양식,0,0.3,0.2,115,140
마인드로직,목,18,베이직,5:5,IT,16,치미추리 부채살 스테이크,양식,0,0.3,0.2,113,140
마켓잇,목,50,베이직,7:3,마케팅,16,치미추리 부채살 스테이크,양식,0,0.3,0.2,121,140
메드트로닉,목,70,베이직,7:3,무역,16,치미추리 부채살 스테이크,양식,0,0.3,0.2,121,140
부농,목,23,베이직,7:3,제조,16,치미추리 부채살 스테이크,양식,0,0.3,0.2,109,140
분당메모리얼파크,목,28,베이직,5:5,서비스,16,치미추리 부채살 스테이크,양식,0,0.3,0.2,118,140
뷰노,목,85,베이직,7:3,의료,16,치미추리 부채살 스테이크,양식,0,0.3,0.2,121,140
비트센싱,목,20,베이직,6:4,IT,16,치미추리 부채살 스테이크,양식,0,0.3,0.2,107,140
비헤이브글로벌,목,29,베이직,5:5,마케팅,16,치미추리 부채살 스테이크,양식,0,0.3,0.2,118,140
세종메디칼,목,26,베이직,7:3,의료,16,치미추리 부채살 스테이크,양식,0,0.3,0.2,121,140
알파투쎄븐쓰리,목,40,베이직,7:3,IT,16,치미추리 부채살 스테이크,양식,0,0.3,0.2,121,140
앤비젼,목,59,프리미엄,7:3,전기전자,16,치미추리 부채살 스테이크,양식,0,0.3,0.2,121,140
어메이징브루어리,목,15,베이직,6:4,식음료,16,치미추리 부채살 스테이크,양식,0,0.3,0.2,107,140
에코마케팅,목,115,베이직,5:5,마케팅,16,치미추리 부채살 스테이크,양식,0,0.3,0.2,121,140
에픽게임즈,목,88,베이직,7:3,게임,16,치미추리 부채살 스테이크,양식,0,0.3,0.2,121,140
엔라이즈,목,32,베이직,7:3,IT,16,치미추리 부채살 스테이크,양식,0,0.3,0.2,121,140
엔픽셀,목,50,베이직,7:3,게임,16,치미추리 부채살 스테이크,양식,0,0.3,0.2,107,140
엠레드클리닉,목,22,베이직,2:8,미용,16,치미추리 부채살 스테이크,양식,0,0.3,0.2,107,140
오가나셀피부과,목,32,프리미엄,3:7,미용,16,치미추리 부채살 스테이크,양식,0,0.3,0.2,121,140
이지스,목,43,베이직,8:2,금융,16,치미추리 부채살 스테이크,양식,0,0.3,0.2,121,140
이지스 CCMM,목,45,베이직,7:3,금융,16,치미추리 부채살 스테이크,양식,0,0.3,0.2,121,140
인썸니아,목,20,베이직,8:2,IT,16,치미추리 부채살 스테이크,양식,0,0.3,0.2,113,140
커넥트비글로벌,목,38,베이직,8:2,마케팅,16,치미추리 부채살 스테이크,양식,0,0.3,0.2,121,140
코렘시스,목,16,베이직,8:2,건설,16,치미추리 부채살 스테이크,양식,0,0.3,0.2,121,140
코빗,목,43,베이직,7:3,IT,16,치미추리 부채살 스테이크,양식,0,0.3,0.2,121,140
쿼터백,목,20,베이직,7:3,IT,16,치미추리 부채살 스테이크,양식,0,0.3,0.2,121,140
큐피스트,목,33,베이직,7:3,IT,16,치미추리 부채살 스테이크,양식,0,0.3,0.2,121,140
크래프톤,목,108,베이직,7:3,게임,16,치미추리 부채살 스테이크,양식,0,0.3,0.2,121,140
크립토파라다이스,목,22,베이직,6:4,게임,16,치미추리 부채살 스테이크,양식,0,0.3,0.2,114,140
태평양감정평가법인,목,49,베이직,7:3,감정평가,16,치미추리 부채살 스테이크,양식,0,0.3,0.2,121,140
투바이트,목,41,베이직,8:2,게임,16,치미추리 부채살 스테이크,양식,0,0.3,0.2,121,140
퍼시픽자산운용,목,22,베이직,6:4,금융,16,치미추리 부채살 스테이크,양식,0,0.3,0.2,121,140
퓨처플레이,목,33,프리미엄,6:4,IT,16,치미추리 부채살 스테이크,양식,0,0.3,0.2,121,140
프롬더레드,목,20,베이직,7:3,게임,16,치미추리 부채살 스테이크,양식,0,0.3,0.2,113,140
플랜얼라이언스,목,23,베이직,7:3,마케팅,16,치미추리 부채살 스테이크,양식,0,0.3,0.2,121,140
플레이링스,목,20,베이직,7:3,게임,16,치미추리 부채살 스테이크,양식,0,0.3,0.2,121,140
핀트,목,22,베이직,7:3,전자상거래,16,치미추리 부채살 스테이크,양식,0,0.3,0.2,121,140
핏투게더,목,27,프리미엄,8:2,IT,16,치미추리 부채살 스테이크,양식,0,0.3,0.2,121,140
휴이노,목,50,베이직,8:2,IT,16,치미추리 부채살 스테이크,양식,0,0.3,0.2,121,140
Gen.G,목,38,베이직,7:3,게임,16,치미추리 부채살 스테이크,양식,0,0.3,0.2,126,140
더퍼스트터치,금,30,베이직,7:3,제조,19,꿔바로우,중식,0,0.4,0.8,126,140
마스턴,금,110,프리미엄,7:3,금융,19,꿔바로우,중식,0,0.4,0.8,120,140
마인드로직,금,17,베이직,5:5,IT,19,꿔바로우,중식,0,0.4,0.8,118,140
마켓잇,금,48,베이직,7:3,마케팅,19,꿔바로우,중식,0,0.4,0.8,126,140
메드트로닉,금,68,베이직,7:3,무역,19,꿔바로우,중식,0,0.4,0.8,126,140
메쉬코리아,금,19,베이직,6:4,IT,19,꿔바로우,중식,0,0.4,0.8,126,140
뱅크샐러드,금,44,베이직,6:4,IT,19,꿔바로우,중식,0,0.4,0.8,126,140
버드뷰,금,30,베이직,7:3,IT,19,꿔바로우,중식,0,0.4,0.8,120,140
버킷플레이스,금,117,베이직,5:5,IT,19,꿔바로우,중식,0,0.4,0.8,126,140
버튼,금,23,베이직,6:4,게임,19,꿔바로우,중식,0,0.4,0.8,123,140
뷰노,금,82,베이직,7:3,의료,19,꿔바로우,중식,0,0.4,0.8,126,140
비트센싱,금,19,베이직,6:4,IT,19,꿔바로우,중식,0,0.4,0.8,112,140
비헤이브글로벌,금,28,베이직,5:5,마케팅,19,꿔바로우,중식,0,0.4,0.8,123,140
세종메디칼,금,25,베이직,7:3,의료,19,꿔바로우,중식,0,0.4,0.8,126,140
알파투쎄븐쓰리,금,38,베이직,7:3,IT,19,꿔바로우,중식,0,0.4,0.8,112,140
에코마케팅,금,111,베이직,5:5,마케팅,19,꿔바로우,중식,0,0.4,0.8,126,140
에픽게임즈,금,85,베이직,7:3,게임,19,꿔바로우,중식,0,0.4,0.8,114,140
웨딩북,금,23,베이직,5:5,서비스,19,꿔바로우,중식,0,0.4,0.8,126,140
위시켓,금,31,베이직,6:4,IT,19,꿔바로우,중식,0,0.4,0.8,126,140
이지스,금,42,베이직,8:2,금융,19,꿔바로우,중식,0,0.4,0.8,126,140
이지스 CCMM,금,44,베이직,7:3,금융,19,꿔바로우,중식,0,0.4,0.8,120,140
카이특허 사무소,금,22,베이직,5:5,법무,19,꿔바로우,중식,0,0.4,0.8,126,140
카카오 인베스트,금,14,베이직,7:3,컨설팅,19,꿔바로우,중식,0,0.4,0.8,126,140
카페노노,금,20,베이직,6:4,IT,19,꿔바로우,중식,0,0.4,0.8,126,140
캠퍼스멘토,금,20,베이직,7:3,교육,19,꿔바로우,중식,0,0.4,0.8,118,140
커넥트비글로벌,금,37,베이직,8:2,마케팅,19,꿔바로우,중식,0,0.4,0.8,126,140
코렘시스,금,16,베이직,8:2,건설,19,꿔바로우,중식,0,0.4,0.8,126,140
코빗,금,42,베이직,7:3,IT,19,꿔바로우,중식,0,0.4,0.8,126,140
쿼터백,금,19,베이직,7:3,IT,19,꿔바로우,중식,0,0.4,0.8,126,140
큐피스트,금,32,베이직,7:3,IT,19,꿔바로우,중식,0,0.4,0.8,126,140
크래프톤,금,104,베이직,7:3,게임,19,꿔바로우,중식,0,0.4,0.8,126,140
크립토파라다이스,금,21,베이직,6:4,게임,19,꿔바로우,중식,0,0.4,0.8,119,140
태평양감정평가법인,금,47,베이직,7:3,감정평가,19,꿔바로우,중식,0,0.4,0.8,126,140
퍼시픽자산운용,금,21,베이직,6:4,금융,19,꿔바로우,중식,0,0.4,0.8,126,140
퓨처플레이,금,32,프리미엄,6:4,IT,19,꿔바로우,중식,0,0.4,0.8,126,140
현대자산운용,금,131,베이직,7:3,금융,19,꿔바로우,중식,0,0.4,0.8,126,140
호텔가이드,금,33,프리미엄,6:4,IT,19,꿔바로우,중식,0,0.4,0.8,126,140
휴이노,금,48,베이직,8:2,IT,19,꿔바로우,중식,0,0.4,0.8,126,140
Gen.G,금,37,베이직,7:3,게임,19,꿔바로우,중식,0,0.4,0.8,126,140
NC문화재단,금,19,프리미엄,7:3,게임,19,꿔바로우,중식,0,0.4,0.8,145,140
긱블,월,26,프리미엄,5:5,엔터테인먼트,28,닭갈비볶음,한식,0.4,0.6,0.5,151,160
긱스빈,월,19,베이직,7:3,전기전자,28,닭갈비볶음,한식,0.4,0.6,0.5,151,160
버튼,월,22,베이직,6:4,게임,28,닭갈비볶음,한식,0.4,0.6,0.5,151,160
버핏서울,월,16,베이직,7:3,헬스케어,28,닭갈비볶음,한식,0.4,0.6,0.5,151,160
부농,월,20,베이직,7:3,제조,28,닭갈비볶음,한식,0.4,0.6,0.5,139,160
분당메모리얼파크,월,25,베이직,5:5,서비스,28,닭갈비볶음,한식,0.4,0.6,0.5,148,160
뷰노,월,75,베이직,7:3,의료,28,닭갈비볶음,한식,0.4,0.6,0.5,151,160
비트센싱,월,18,베이직,6:4,IT,28,닭갈비볶음,한식,0.4,0.6,0.5,137,160
비헤이브글로벌,월,26,베이직,5:5,마케팅,28,닭갈비볶음,한식,0.4,0.6,0.5,148,160
세종메디칼,월,23,베이직,7:3,의료,28,닭갈비볶음,한식,0.4,0.6,0.5,141,160
세컨신드롬,월,19,베이직,6:4,임대,28,닭갈비볶음,한식,0.4,0.6,0.5,145,160
소프트팩,월,44,베이직,3:7,식음료,28,닭갈비볶음,한식,0.4,0.6,0.5,151,160
슈퍼진,월,14,베이직,7:3,게임,28,닭갈비볶음,한식,0.4,0.6,0.5,151,160
알파투쎄븐쓰리,월,35,베이직,7:3,IT,28,닭갈비볶음,한식,0.4,0.6,0.5,151,160
앤비젼,월,53,프리미엄,7:3,전기전자,28,닭갈비볶음,한식,0.4,0.6,0.5,151,160
어메이징브루어리,월,14,베이직,6:4,식음료,28,닭갈비볶음,한식,0.4,0.6,0.5,137,160
에코마케팅,월,102,베이직,5:5,마케팅,28,닭갈비볶음,한식,0.4,0.6,0.5,151,160
에픽게임즈,월,78,베이직,7:3,게임,28,닭갈비볶음,한식,0.4,0.6,0.5,151,160
엔라이즈,월,28,베이직,7:3,IT,28,닭갈비볶음,한식,0.4,0.6,0.5,151,160
엔픽셀,월,44,베이직,7:3,게임,28,닭갈비볶음,한식,0.4,0.6,0.5,151,160
오늘의꽃,월,16,프리미엄,6:4,물류,28,닭갈비볶음,한식,0.4,0.6,0.5,151,160
와이피랩스,월,25,프리미엄,7:3,IT,28,닭갈비볶음,한식,0.4,0.6,0.5,151,160
원티드,월,68,베이직,7:3,IT,28,닭갈비볶음,한식,0.4,0.6,0.5,139,160
웨딩북,월,21,베이직,5:5,서비스,28,닭갈비볶음,한식,0.4,0.6,0.5,151,160
위시켓,월,29,베이직,6:4,IT,28,닭갈비볶음,한식,0.4,0.6,0.5,143,160
이노레드,월,52,베이직,8:2,마케팅,28,닭갈비볶음,한식,0.4,0.6,0.5,151,160
이롬플러스,월,18,베이직,7:3,식음료,28,닭갈비볶음,한식,0.4,0.6,0.5,151,160
이지스,월,38,베이직,8:2,금융,28,닭갈비볶음,한식,0.4,0.6,0.5,151,160
이지스 CCMM,월,40,베이직,7:3,금융,28,닭갈비볶음,한식,0.4,0.6,0.5,151,160
인썸니아,월,18,베이직,8:2,IT,28,닭갈비볶음,한식,0.4,0.6,0.5,151,160
현대자산운용,월,120,베이직,7:3,금융,28,닭갈비볶음,한식,0.4,0.6,0.5,151,160
호텔가이드,월,30,프리미엄,6:4,IT,28,닭갈비볶음,한식,0.4,0.6,0.5,151,160
휴이노,월,44,베이직,8:2,IT,28,닭갈비볶음,한식,0.4,0.6,0.5,151,160
Gen.G,월,34,베이직,7:3,게임,28,닭갈비볶음,한식,0.4,0.6,0.5,151,160
NC문화재단,월,18,프리미엄,7:3,게임,28,닭갈비볶음,한식,0.4,0.6,0.5,151,160
ODK미디어,월,21,베이직,7:3,IT,28,닭갈비볶음,한식,0.4,0.6,0.5,151,160
S2W,월,28,베이직,6:4,IT,28,닭갈비볶음,한식,0.4,0.6,0.5,151,160
SJ E&M,월,24,베이직,7:3,IT,28,닭갈비볶음,한식,0.4,0.6,0.5,151,160
TWC,월,110,베이직,7:3,IT,28,닭갈비볶음,한식,0.4,0.6,0.5,145,160
WMS,월,22,베이직,5:5,IT,28,닭갈비볶음,한식,0.4,0.6,0.5,113,160
네스필러피케이지,화,26,베이직,6:4,미용,25,레드미트볼,양식,0.2,0.5,0.5,108,140
대상문화재단,화,20,베이직,5:5,장학재단,25,레드미트볼,양식,0.2,0.5,0.5,121,140
더퍼스트터치,화,32,베이직,7:3,제조,25,레드미트볼,양식,0.2,0.5,0.5,121,140
데이블,화,23,프리미엄,7:3,IT,25,레드미트볼,양식,0.2,0.5,0.5,121,140
라포랩스,화,28,베이직,7:3,IT,25,레드미트볼,양식,0.2,0.5,0.5,121,140
로지올,화,67,베이직,7:3,IT,25,레드미트볼,양식,0.2,0.5,0.5,121,140
리벨리온,화,27,베이직,7:3,IT,25,레드미트볼,양식,0.2,0.5,0.5,121,140
마스턴,화,121,프리미엄,7:3,금융,25,레드미트볼,양식,0.2,0.5,0.5,115,140
마인드로직,화,19,베이직,5:5,IT,25,레드미트볼,양식,0.2,0.5,0.5,113,140
마켓잇,화,52,베이직,7:3,마케팅,25,레드미트볼,양식,0.2,0.5,0.5,121,140
메드트로닉,화,74,베이직,7:3,무역,25,레드미트볼,양식,0.2,0.5,0.5,121,140
메쉬코리아,화,21,베이직,6:4,IT,25,레드미트볼,양식,0.2,0.5,0.5,121,140
모빌,화,41,베이직,6:4,IT,25,레드미트볼,양식,0.2,0.5,0.5,121,140
무궁화신탁,화,113,베이직,6:4,금융,25,레드미트볼,양식,0.2,0.5,0.5,121,140
뱅크샐러드,화,48,베이직,6:4,IT,25,레드미트볼,양식,0.2,0.5,0.5,121,140
버드뷰,화,32,베이직,7:3,IT,25,레드미트볼,양식,0.2,0.5,0.5,115,140
버킷플레이스,화,127,베이직,5:5,IT,25,레드미트볼,양식,0.2,0.5,0.5,107,140
에코마케팅,화,122,베이직,5:5,마케팅,25,레드미트볼,양식,0.2,0.5,0.5,121,140
에픽게임즈,화,93,베이직,7:3,게임,25,레드미트볼,양식,0.2,0.5,0.5,121,140
엔픽셀,화,52,베이직,7:3,게임,25,레드미트볼,양식,0.2,0.5,0.5,109,140
웨딩북,화,25,베이직,5:5,서비스,25,레드미트볼,양식,0.2,0.5,0.5,121,140
위시켓,화,34,베이직,6:4,IT,25,레드미트볼,양식,0.2,0.5,0.5,113,140
이노레드,화,62,베이직,8:2,마케팅,25,레드미트볼,양식,0.2,0.5,0.5,121,140
이롬플러스,화,21,베이직,7:3,식음료,25,레드미트볼,양식,0.2,0.5,0.5,121,140
이지스,화,46,베이직,8:2,금융,25,레드미트볼,양식,0.2,0.5,0.5,121,140
이지스 CCMM,화,48,베이직,7:3,금융,25,레드미트볼,양식,0.2,0.5,0.5,121,140
젠지엘리트,화,32,프리미엄,7:3,교육,25,레드미트볼,양식,0.2,0.5,0.5,115,140
젠틀몬스터,화,39,베이직,5:5,제조,25,레드미트볼,양식,0.2,0.5,0.5,121,140
채널톡,화,52,프리미엄,7:3,IT,25,레드미트볼,양식,0.2,0.5,0.5,121,140
캠퍼스멘토,화,22,베이직,7:3,교육,25,레드미트볼,양식,0.2,0.5,0.5,113,140
커넥트비글로벌,화,40,베이직,8:2,마케팅,25,레드미트볼,양식,0.2,0.5,0.5,121,140
코렘시스,화,17,베이직,8:2,건설,25,레드미트볼,양식,0.2,0.5,0.5,121,140
코빗,화,46,베이직,7:3,IT,25,레드미트볼,양식,0.2,0.5,0.5,121,140
큐피스트,화,35,베이직,7:3,IT,25,레드미트볼,양식,0.2,0.5,0.5,121,140
크래프톤,화,114,베이직,7:3,게임,25,레드미트볼,양식,0.2,0.5,0.5,121,140
휴이노,화,52,베이직,8:2,IT,25,레드미트볼,양식,0.2,0.5,0.5,121,140
Gen.G,화,40,베이직,7:3,게임,25,레드미트볼,양식,0.2,0.5,0.5,121,140
NC문화재단,화,21,프리미엄,7:3,게임,25,레드미트볼,양식,0.2,0.5,0.5,121,140
ODK미디어,화,25,베이직,7:3,IT,25,레드미트볼,양식,0.2,0.5,0.5,121,140
S2W,화,33,베이직,6:4,IT,25,레드미트볼,양식,0.2,0.5,0.5,121,140
더퍼스트터치,수,34,베이직,7:3,제조,25,트러플펜네파스타,양식,0.3,0.6,0.5,121,140
디캠프,수,21,베이직,7:3,컨설팅,25,트러플펜네파스타,양식,0.3,0.6,0.5,121,140
라포랩스,수,29,베이직,7:3,IT,25,트러플펜네파스타,양식,0.3,0.6,0.5,121,140
로지올,수,70,베이직,7:3,IT,25,트러플펜네파스타,양식,0.3,0.6,0.5,121,140
리벨리온,수,28,베이직,7:3,IT,25,트러플펜네파스타,양식,0.3,0.6,0.5,121,140
마스턴,수,127,프리미엄,7:3,금융,25,트러플펜네파스타,양식,0.3,0.6,0.5,115,140
마인드로직,수,20,베이직,5:5,IT,25,트러플펜네파스타,양식,0.3,0.6,0.5,113,140
마켓잇,수,55,베이직,7:3,마케팅,25,트러플펜네파스타,양식,0.3,0.6,0.5,121,140
메드트로닉,수,78,베이직,7:3,무역,25,트러플펜네파스타,양식,0.3,0.6,0.5,121,140
메쉬코리아,수,22,베이직,6:4,IT,25,트러플펜네파스타,양식,0.3,0.6,0.5,121,140
모빌,수,43,베이직,6:4,IT,25,트러플펜네파스타,양식,0.3,0.6,0.5,118,140
쓰리빌리언,수,32,베이직,7:3,의료,25,트러플펜네파스타,양식,0.3,0.6,0.5,121,140
알파투쎄븐쓰리,수,44,베이직,7:3,IT,25,트러플펜네파스타,양식,0.3,0.6,0.5,121,140
에픽게임즈,수,98,베이직,7:3,게임,25,트러플펜네파스타,양식,0.3,0.6,0.5,121,140
엔라이즈,수,35,베이직,7:3,IT,25,트러플펜네파스타,양식,0.3,0.6,0.5,121,140
엔픽셀,수,55,베이직,7:3,게임,25,트러플펜네파스타,양식,0.3,0.6,0.5,109,140
웨딩북,수,26,베이직,5:5,서비스,25,트러플펜네파스타,양식,0.3,0.6,0.5,121,140
위시켓,수,36,베이직,6:4,IT,25,트러플펜네파스타,양식,0.3,0.6,0.5,113,140
이노레드,수,65,베이직,8:2,마케팅,25,트러플펜네파스타,양식,0.3,0.6,0.5,121,140
이롬플러스,수,22,베이직,7:3,식음료,25,트러플펜네파스타,양식,0.3,0.6,0.5,121,140
이지스,수,48,베이직,8:2,금융,25,트러플펜네파스타,양식,0.3,0.6,0.5,121,140
이지스 CCMM,수,50,베이직,7:3,금융,25,트러플펜네파스타,양식,0.3,0.6,0.5,121,140
코빗,수,48,베이직,7:3,IT,25,트러플펜네파스타,양식,0.3,0.6,0.5,121,140
쿼터백,수,22,베이직,7:3,IT,25,트러플펜네파스타,양식,0.3,0.6,0.5,121,140
큐피스트,수,37,베이직,7:3,IT,25,트러플펜네파스타,양식,0.3,0.6,0.5,121,140
크래프톤,수,120,베이직,7:3,게임,25,트러플펜네파스타,양식,0.3,0.6,0.5,121,140
크립토파라다이스,수,24,베이직,6:4,게임,25,트러플펜네파스타,양식,0.3,0.6,0.5,114,140
태평양감정평가법인,수,54,베이직,7:3,감정평가,25,트러플펜네파스타,양식,0.3,0.6,0.5,121,140
테거스,수,21,베이직,7:3,IT,25,트러플펜네파스타,양식,0.3,0.6,0.5,121,140
테스시스템,수,22,프리미엄,7:3,IT,25,트러플펜네파스타,양식,0.3,0.6,0.5,121,140
토스,수,20,프리미엄,7:3,핀테크,25,트러플펜네파스타,양식,0.3,0.6,0.5,121,140
토스증권,수,18,프리미엄,7:3,핀테크,25,트러플펜네파스타,양식,0.3,0.6,0.5,121,140
투바이트,수,46,베이직,8:2,게임,25,트러플펜네파스타,양식,0.3,0.6,0.5,121,140
퍼시픽자산운용,수,24,베이직,6:4,금융,25,트러플펜네파스타,양식,0.3,0.6,0.5,121,140
퓨처플레이,수,37,프리미엄,6:4,IT,25,트러플펜네파스타,양식,0.3,0.6,0.5,121,140
프롬더레드,수,22,베이직,7:3,게임,25,트러플펜네파스타,양식,0.3,0.6,0.5,113,140
플랜얼라이언스,수,25,베이직,7:3,마케팅,25,트러플펜네파스타,양식,0.3,0.6,0.5,121,140
플레이링스,수,22,베이직,7:3,게임,25,트러플펜네파스타,양식,0.3,0.6,0.5,121,140
핀트,수,24,베이직,7:3,전자상거래,25,트러플펜네파스타,양식,0.3,0.6,0.5,121,140
핏투게더,수,30,프리미엄,8:2,IT,25,트러플펜네파스타,양식,0.3,0.6,0.5,131,140
마스턴,목,114,프리미엄,7:3,금융,15,고추장 제육,한식,0.6,0.5,0.5,125,140
마인드로직,목,18,베이직,5:5,IT,15,고추장 제육,한식,0.6,0.5,0.5,123,140
마켓잇,목,50,베이직,7:3,마케팅,15,고추장 제육,한식,0.6,0.5,0.5,131,140
메드트로닉,목,70,베이직,7:3,무역,15,고추장 제육,한식,0.6,0.5,0.5,131,140
부농,목,23,베이직,7:3,제조,15,고추장 제육,한식,0.6,0.5,0.5,119,140
분당메모리얼파크,목,28,베이직,5:5,서비스,15,고추장 제육,한식,0.6,0.5,0.5,128,140
뷰노,목,85,베이직,7:3,의료,15,고추장 제육,한식,0.6,0.5,0.5,131,140
비트센싱,목,20,베이직,6:4,IT,15,고추장 제육,한식,0.6,0.5,0.5,117,140
비헤이브글로벌,목,29,베이직,5:5,마케팅,15,고추장 제육,한식,0.6,0.5,0.5,128,140
세종메디칼,목,26,베이직,7:3,의료,15,고추장 제육,한식,0.6,0.5,0.5,131,140
알파투쎄븐쓰리,목,40,베이직,7:3,IT,15,고추장 제육,한식,0.6,0.5,0.5,131,140
앤비젼,목,59,프리미엄,7:3,전기전자,15,고추장 제육,한식,0.6,0.5,0.5,131,140
어메이징브루어리,목,15,베이직,6:4,식음료,15,고추장 제육,한식,0.6,0.5,0.5,117,140
에코마케팅,목,115,베이직,5:5,마케팅,15,고추장 제육,한식,0.6,0.5,0.5,131,140
에픽게임즈,목,88,베이직,7:3,게임,15,고추장 제육,한식,0.6,0.5,0.5,131,140
엔라이즈,목,32,베이직,7:3,IT,15,고추장 제육,한식,0.6,0.5,0.5,131,140
엔픽셀,목,50,베이직,7:3,게임,15,고추장 제육,한식,0.6,0.5,0.5,117,140
엠레드클리닉,목,22,베이직,2:8,미용,15,고추장 제육,한식,0.6,0.5,0.5,117,140
오가나셀피부과,목,32,프리미엄,3:7,미용,15,고추장 제육,한식,0.6,0.5,0.5,131,140
이지스,목,43,베이직,8:2,금융,15,고추장 제육,한식,0.6,0.5,0.5,131,140
이지스 CCMM,목,45,베이직,7:3,금융,15,고추장 제육,한식,0.6,0.5,0.5,131,140
인썸니아,목,20,베이직,8:2,IT,15,고추장 제육,한식,0.6,0.5,0.5,123,140
커넥트비글로벌,목,38,베이직,8:2,마케팅,15,고추장 제육,한식,0.6,0.5,0.5,131,140
코렘시스,목,16,베이직,8:2,건설,15,고추장 제육,한식,0.6,0.5,0.5,131,140
코빗,목,43,베이직,7:3,IT,15,고추장 제육,한식,0.6,0.5,0.5,131,140
쿼터백,목,20,베이직,7:3,IT,15,고추장 제육,한식,0.6,0.5,0.5,131,140
큐피스트,목,33,베이직,7:3,IT,15,고추장 제육,한식,0.6,0.5,0.5,131,140
크래프톤,목,108,베이직,7:3,게임,15,고추장 제육,한식,0.6,0.5,0.5,131,140
크립토파라다이스,목,22,베이직,6:4,게임,15,고추장 제육,한식,0.6,0.5,0.5,124,140
