고객사명,요일,식수량(인분),서비스 종류,성비(남:녀),업종,최고온도,메인 메뉴,분류,맵기,염도,당도,1인당 소비량(g),1인당 제공량
비트센싱,목,20,베이직,6:4,IT,10,치밥치킨,한식,0.3,0.6,0.6,137,160
비헤이브글로벌,목,29,베이직,5:5,마케팅,10,치밥치킨,한식,0.3,0.6,0.6,148,160
세종메디칼,목,26,베이직,7:3,의료,10,치밥치킨,한식,0.3,0.6,0.6,151,160
알파투쎄븐쓰리,목,40,베이직,7:3,IT,10,치밥치킨,한식,0.3,0.6,0.6,151,160
앤비젼,목,59,프리미엄,7:3,전기전자,10,치밥치킨,한식,0.3,0.6,0.6,151,160
어메이징브루어리,목,15,베이직,6:4,식음료,10,치밥치킨,한식,0.3,0.6,0.6,137,160
에코마케팅,목,115,베이직,5:5,마케팅,10,치밥치킨,한식,0.3,0.6,0.6,151,160
에픽게임즈,목,88,베이직,7:3,게임,10,치밥치킨,한식,0.3,0.6,0.6,151,160
엔라이즈,목,32,베이직,7:3,IT,10,치밥치킨,한식,0.3,0.6,0.6,151,160
엔픽셀,목,50,베이직,7:3,게임,10,치밥치킨,한식,0.3,0.6,0.6,137,160
엠레드클리닉,목,22,베이직,2:8,미용,10,치밥치킨,한식,0.3,0.6,0.6,137,160
오가나셀피부과,목,32,프리미엄,3:7,미용,10,치밥치킨,한식,0.3,0.6,0.6,151,160
이지스,목,43,베이직,8:2,금융,10,치밥치킨,한식,0.3,0.6,0.6,151,160
이지스 CCMM,목,45,베이직,7:3,금융,10,치밥치킨,한식,0.3,0.6,0.6,151,160
인썸니아,목,20,베이직,8:2,IT,10,치밥치킨,한식,0.3,0.6,0.6,143,160
커넥트비글로벌,목,38,베이직,8:2,마케팅,10,치밥치킨,한식,0.3,0.6,0.6,151,160
코렘시스,목,16,베이직,8:2,건설,10,치밥치킨,한식,0.3,0.6,0.6,151,160
코빗,목,43,베이직,7:3,IT,10,치밥치킨,한식,0.3,0.6,0.6,151,160
쿼터백,목,20,베이직,7:3,IT,10,치밥치킨,한식,0.3,0.6,0.6,151,160
큐피스트,목,33,베이직,7:3,IT,10,치밥치킨,한식,0.3,0.6,0.6,151,160
크래프톤,목,108,베이직,7:3,게임,10,치밥치킨,한식,0.3,0.6,0.6,151,160
크립토파라다이스,목,22,베이직,6:4,게임,10,치밥치킨,한식,0.3,0.6,0.6,144,160
태평양감정평가법인,목,49,베이직,7:3,감정평가,10,치밥치킨,한식,0.3,0.6,0.6,151,160
투바이트,목,41,베이직,8:2,게임,10,치밥치킨,한식,0.3,0.6,0.6,151,160
퍼시픽자산운용,목,22,베이직,6:4,금융,10,치밥치킨,한식,0.3,0.6,0.6,151,160
퓨처플레이,목,33,프리미엄,6:4,IT,10,치밥치킨,한식,0.3,0.6,0.6,151,160
프롬더레드,목,20,베이직,7:3,게임,10,치밥치킨,한식,0.3,0.6,0.6,143,160
플랜얼라이언스,목,23,베이직,7:3,마케팅,10,치밥치킨,한식,0.3,0.6,0.6,151,160
플레이링스,목,20,베이직,7:3,게임,10,치밥치킨,한식,0.3,0.6,0.6,151,160
핀트,목,22,베이직,7:3,전자상거래,10,치밥치킨,한식,0.3,0.6,0.6,151,160
핏투게더,목,27,프리미엄,8:2,IT,10,치밥치킨,한식,0.3,0.6,0.6,151,160
휴이노,목,50,베이직,8:2,IT,10,치밥치킨,한식,0.3,0.6,0.6,151,160
Gen.G,목,38,베이직,7:3,게임,10,치밥치킨,한식,0.3,0.6,0.6,201,160
더퍼스트터치,금,30,베이직,7:3,제조,7,두부크림치즈샌드위치,한식,0,0.1,0.6,201,210
마스턴,금,110,프리미엄,7:3,금융,7,두부크림치즈샌드위치,한식,0,0.1,0.6,195,210
마인드로직,금,17,베이직,5:5,IT,7,두부크림치즈샌드위치,한식,0,0.1,0.6,193,210
마켓잇,금,48,베이직,7:3,마케팅,7,두부크림치즈샌드위치,한식,0,0.1,0.6,201,210
메드트로닉,금,68,베이직,7:3,무역,7,두부크림치즈샌드위치,한식,0,0.1,0.6,201,210
메쉬코리아,금,19,베이직,6:4,IT,7,두부크림치즈샌드위치,한식,0,0.1,0.6,201,210
뱅크샐러드,금,44,베이직,6:4,IT,7,두부크림치즈샌드위치,한식,0,0.1,0.6,201,210
버드뷰,금,30,베이직,7:3,IT,7,두부크림치즈샌드위치,한식,0,0.1,0.6,195,210
버킷플레이스,금,117,베이직,5:5,IT,7,두부크림치즈샌드위치,한식,0,0.1,0.6,201,210
버튼,금,23,베이직,6:4,게임,7,두부크림치즈샌드위치,한식,0,0.1,0.6,198,210
뷰노,금,82,베이직,7:3,의료,7,두부크림치즈샌드위치,한식,0,0.1,0.6,201,210
비트센싱,금,19,베이직,6:4,IT,7,두부크림치즈샌드위치,한식,0,0.1,0.6,187,210
비헤이브글로벌,금,28,베이직,5:5,마케팅,7,두부크림치즈샌드위치,한식,0,0.1,0.6,198,210
세종메디칼,금,25,베이직,7:3,의료,7,두부크림치즈샌드위치,한식,0,0.1,0.6,201,210
알파투쎄븐쓰리,금,38,베이직,7:3,IT,7,두부크림치즈샌드위치,한식,0,0.1,0.6,187,210
에코마케팅,금,111,베이직,5:5,마케팅,7,두부크림치즈샌드위치,한식,0,0.1,0.6,201,210
에픽게임즈,금,85,베이직,7:3,게임,7,두부크림치즈샌드위치,한식,0,0.1,0.6,189,210
웨딩북,금,23,베이직,5:5,서비스,7,두부크림치즈샌드위치,한식,0,0.1,0.6,201,210
위시켓,금,31,베이직,6:4,IT,7,두부크림치즈샌드위치,한식,0,0.1,0.6,201,210
이지스,금,42,베이직,8:2,금융,7,두부크림치즈샌드위치,한식,0,0.1,0.6,201,210
이지스 CCMM,금,44,베이직,7:3,금융,7,두부크림치즈샌드위치,한식,0,0.1,0.6,195,210
카이특허 사무소,금,22,베이직,5:5,법무,7,두부크림치즈샌드위치,한식,0,0.1,0.6,201,210
카카오 인베스트,금,14,베이직,7:3,컨설팅,7,두부크림치즈샌드위치,한식,0,0.1,0.6,201,210
카페노노,금,20,베이직,6:4,IT,7,두부크림치즈샌드위치,한식,0,0.1,0.6,201,210
캠퍼스멘토,금,20,베이직,7:3,교육,7,두부크림치즈샌드위치,한식,0,0.1,0.6,193,210
커넥트비글로벌,금,37,베이직,8:2,마케팅,7,두부크림치즈샌드위치,한식,0,0.1,0.6,201,210
코렘시스,금,16,베이직,8:2,건설,7,두부크림치즈샌드위치,한식,0,0.1,0.6,201,210
코빗,금,42,베이직,7:3,IT,7,두부크림치즈샌드위치,한식,0,0.1,0.6,201,210
쿼터백,금,19,베이직,7:3,IT,7,두부크림치즈샌드위치,한식,0,0.1,0.6,201,210
큐피스트,금,32,베이직,7:3,IT,7,두부크림치즈샌드위치,한식,0,0.1,0.6,201,210
크래프톤,금,104,베이직,7:3,게임,7,두부크림치즈샌드위치,한식,0,0.1,0.6,201,210
크립토파라다이스,금,21,베이직,6:4,게임,7,두부크림치즈샌드위치,한식,0,0.1,0.6,194,210
태평양감정평가법인,금,47,베이직,7:3,감정평가,7,두부크림치즈샌드위치,한식,0,0.1,0.6,201,210
퍼시픽자산운용,금,21,베이직,6:4,금융,7,두부크림치즈샌드위치,한식,0,0.1,0.6,201,210
퓨처플레이,금,32,프리미엄,6:4,IT,7,두부크림치즈샌드위치,한식,0,0.1,0.6,201,210
현대자산운용,금,131,베이직,7:3,금융,7,두부크림치즈샌드위치,한식,0,0.1,0.6,201,210
호텔가이드,금,33,프리미엄,6:4,IT,7,두부크림치즈샌드위치,한식,0,0.1,0.6,201,210
휴이노,금,48,베이직,8:2,IT,7,두부크림치즈샌드위치,한식,0,0.1,0.6,201,210
Gen.G,금,37,베이직,7:3,게임,7,두부크림치즈샌드위치,한식,0,0.1,0.6,201,210
NC문화재단,금,19,프리미엄,7:3,게임,7,두부크림치즈샌드위치,한식,0,0.1,0.6,185,210
긱블,월,26,프리미엄,5:5,엔터테인먼트,4,매콤차돌박이덮밥,한식,0.8,0.4,0.6,191,200
긱스빈,월,19,베이직,7:3,전기전자,4,매콤차돌박이덮밥,한식,0.8,0.4,0.6,191,200
버튼,월,22,베이직,6:4,게임,4,매콤차돌박이덮밥,한식,0.8,0.4,0.6,191,200
버핏서울,월,16,베이직,7:3,헬스케어,4,매콤차돌박이덮밥,한식,0.8,0.4,0.6,191,200
부농,월,20,베이직,7:3,제조,4,매콤차돌박이덮밥,한식,0.8,0.4,0.6,179,200
분당메모리얼파크,월,25,베이직,5:5,서비스,4,매콤차돌박이덮밥,한식,0.8,0.4,0.6,188,200
뷰노,월,75,베이직,7:3,의료,4,매콤차돌박이덮밥,한식,0.8,0.4,0.6,191,200
비트센싱,월,18,베이직,6:4,IT,4,매콤차돌박이덮밥,한식,0.8,0.4,0.6,177,200
비헤이브글로벌,월,26,베이직,5:5,마케팅,4,매콤차돌박이덮밥,한식,0.8,0.4,0.6,188,200
세종메디칼,월,23,베이직,7:3,의료,4,매콤차돌박이덮밥,한식,0.8,0.4,0.6,181,200
세컨신드롬,월,19,베이직,6:4,임대,4,매콤차돌박이덮밥,한식,0.8,0.4,0.6,185,200
소프트팩,월,44,베이직,3:7,식음료,4,매콤차돌박이덮밥,한식,0.8,0.4,0.6,191,200
슈퍼진,월,14,베이직,7:3,게임,4,매콤차돌박이덮밥,한식,0.8,0.4,0.6,191,200
알파투쎄븐쓰리,월,35,베이직,7:3,IT,4,매콤차돌박이덮밥,한식,0.8,0.4,0.6,191,200
앤비젼,월,53,프리미엄,7:3,전기전자,4,매콤차돌박이덮밥,한식,0.8,0.4,0.6,191,200
어메이징브루어리,월,14,베이직,6:4,식음료,4,매콤차돌박이덮밥,한식,0.8,0.4,0.6,177,200
에코마케팅,월,102,베이직,5:5,마케팅,4,매콤차돌박이덮밥,한식,0.8,0.4,0.6,191,200
에픽게임즈,월,78,베이직,7:3,게임,4,매콤차돌박이덮밥,한식,0.8,0.4,0.6,191,200
엔라이즈,월,28,베이직,7:3,IT,4,매콤차돌박이덮밥,한식,0.8,0.4,0.6,191,200
엔픽셀,월,44,베이직,7:3,게임,4,매콤차돌박이덮밥,한식,0.8,0.4,0.6,191,200
오늘의꽃,월,16,프리미엄,6:4,물류,4,매콤차돌박이덮밥,한식,0.8,0.4,0.6,191,200
와이피랩스,월,25,프리미엄,7:3,IT,4,매콤차돌박이덮밥,한식,0.8,0.4,0.6,191,200
원티드,월,68,베이직,7:3,IT,4,매콤차돌박이덮밥,한식,0.8,0.4,0.6,179,200
웨딩북,월,21,베이직,5:5,서비스,4,매콤차돌박이덮밥,한식,0.8,0.4,0.6,191,200
위시켓,월,29,베이직,6:4,IT,4,매콤차돌박이덮밥,한식,0.8,0.4,0.6,183,200
이노레드,월,52,베이직,8:2,마케팅,4,매콤차돌박이덮밥,한식,0.8,0.4,0.6,191,200
이롬플러스,월,18,베이직,7:3,식음료,4,매콤차돌박이덮밥,한식,0.8,0.4,0.6,191,200
이지스,월,38,베이직,8:2,금융,4,매콤차돌박이덮밥,한식,0.8,0.4,0.6,191,200
이지스 CCMM,월,40,베이직,7:3,금융,4,매콤차돌박이덮밥,한식,0.8,0.4,0.6,191,200
인썸니아,월,18,베이직,8:2,IT,4,매콤차돌박이덮밥,한식,0.8,0.4,0.6,191,200
현대자산운용,월,120,베이직,7:3,금융,4,매콤차돌박이덮밥,한식,0.8,0.4,0.6,191,200
호텔가이드,월,30,프리미엄,6:4,IT,4,매콤차돌박이덮밥,한식,0.8,0.4,0.6,191,200
휴이노,월,44,베이직,8:2,IT,4,매콤차돌박이덮밥,한식,0.8,0.4,0.6,191,200
Gen.G,월,34,베이직,7:3,게임,4,매콤차돌박이덮밥,한식,0.8,0.4,0.6,191,200
NC문화재단,월,18,프리미엄,7:3,게임,4,매콤차돌박이덮밥,한식,0.8,0.4,0.6,191,200
ODK미디어,월,21,베이직,7:3,IT,4,매콤차돌박이덮밥,한식,0.8,0.4,0.6,191,200
S2W,월,28,베이직,6:4,IT,4,매콤차돌박이덮밥,한식,0.8,0.4,0.6,191,200
SJ E&M,월,24,베이직,7:3,IT,4,매콤차돌박이덮밥,한식,0.8,0.4,0.6,191,200
TWC,월,110,베이직,7:3,IT,4,매콤차돌박이덮밥,한식,0.8,0.4,0.6,185,200
WMS,월,22,베이직,5:5,IT,4,매콤차돌박이덮밥,한식,0.8,0.4,0.6,108,200
네스필러피케이지,화,26,베이직,6:4,미용,5,레드커리,아시안,0.6,0.3,0.1,103,140
대상문화재단,화,20,베이직,5:5,장학재단,5,레드커리,아시안,0.6,0.3,0.1,116,140
더퍼스트터치,화,32,베이직,7:3,제조,5,레드커리,아시안,0.6,0.3,0.1,116,140
데이블,화,23,프리미엄,7:3,IT,5,레드커리,아시안,0.6,0.3,0.1,116,140
라포랩스,화,28,베이직,7:3,IT,5,레드커리,아시안,0.6,0.3,0.1,116,140
로지올,화,67,베이직,7:3,IT,5,레드커리,아시안,0.6,0.3,0.1,116,140
리벨리온,화,27,베이직,7:3,IT,5,레드커리,아시안,0.6,0.3,0.1,116,140
마스턴,화,121,프리미엄,7:3,금융,5,레드커리,아시안,0.6,0.3,0.1,110,140
마인드로직,화,19,베이직,5:5,IT,5,레드커리,아시안,0.6,0.3,0.1,108,140
마켓잇,화,52,베이직,7:3,마케팅,5,레드커리,아시안,0.6,0.3,0.1,116,140
메드트로닉,화,74,베이직,7:3,무역,5,레드커리,아시안,0.6,0.3,0.1,116,140
메쉬코리아,화,21,베이직,6:4,IT,5,레드커리,아시안,0.6,0.3,0.1,116,140
모빌,화,41,베이직,6:4,IT,5,레드커리,아시안,0.6,0.3,0.1,116,140
무궁화신탁,화,113,베이직,6:4,금융,5,레드커리,아시안,0.6,0.3,0.1,116,140
뱅크샐러드,화,48,베이직,6:4,IT,5,레드커리,아시안,0.6,0.3,0.1,116,140
버드뷰,화,32,베이직,7:3,IT,5,레드커리,아시안,0.6,0.3,0.1,110,140
버킷플레이스,화,127,베이직,5:5,IT,5,레드커리,아시안,0.6,0.3,0.1,102,140
에코마케팅,화,122,베이직,5:5,마케팅,5,레드커리,아시안,0.6,0.3,0.1,116,140
에픽게임즈,화,93,베이직,7:3,게임,5,레드커리,아시안,0.6,0.3,0.1,116,140
엔픽셀,화,52,베이직,7:3,게임,5,레드커리,아시안,0.6,0.3,0.1,104,140
웨딩북,화,25,베이직,5:5,서비스,5,레드커리,아시안,0.6,0.3,0.1,116,140
위시켓,화,34,베이직,6:4,IT,5,레드커리,아시안,0.6,0.3,0.1,108,140
이노레드,화,62,베이직,8:2,마케팅,5,레드커리,아시안,0.6,0.3,0.1,116,140
이롬플러스,화,21,베이직,7:3,식음료,5,레드커리,아시안,0.6,0.3,0.1,116,140
이지스,화,46,베이직,8:2,금융,5,레드커리,아시안,0.6,0.3,0.1,116,140
이지스 CCMM,화,48,베이직,7:3,금융,5,레드커리,아시안,0.6,0.3,0.1,116,140
젠지엘리트,화,32,프리미엄,7:3,교육,5,레드커리,아시안,0.6,0.3,0.1,110,140
젠틀몬스터,화,39,베이직,5:5,제조,5,레드커리,아시안,0.6,0.3,0.1,116,140
채널톡,화,52,프리미엄,7:3,IT,5,레드커리,아시안,0.6,0.3,0.1,116,140
캠퍼스멘토,화,22,베이직,7:3,교육,5,레드커리,아시안,0.6,0.3,0.1,108,140
커넥트비글로벌,화,40,베이직,8:2,마케팅,5,레드커리,아시안,0.6,0.3,0.1,116,140
코렘시스,화,17,베이직,8:2,건설,5,레드커리,아시안,0.6,0.3,0.1,116,140
코빗,화,46,베이직,7:3,IT,5,레드커리,아시안,0.6,0.3,0.1,116,140
큐피스트,화,35,베이직,7:3,IT,5,레드커리,아시안,0.6,0.3,0.1,116,140
크래프톤,화,114,베이직,7:3,게임,5,레드커리,아시안,0.6,0.3,0.1,116,140
휴이노,화,52,베이직,8:2,IT,5,레드커리,아시안,0.6,0.3,0.1,116,140
Gen.G,화,40,베이직,7:3,게임,5,레드커리,아시안,0.6,0.3,0.1,116,140
NC문화재단,화,21,프리미엄,7:3,게임,5,레드커리,아시안,0.6,0.3,0.1,116,140
ODK미디어,화,25,베이직,7:3,IT,5,레드커리,아시안,0.6,0.3,0.1,116,140
S2W,화,33,베이직,6:4,IT,5,레드커리,아시안,0.6,0.3,0.1,116,140
더퍼스트터치,수,34,베이직,7:3,제조,7,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
디캠프,수,21,베이직,7:3,컨설팅,7,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
라포랩스,수,29,베이직,7:3,IT,7,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
로지올,수,70,베이직,7:3,IT,7,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
리벨리온,수,28,베이직,7:3,IT,7,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
마스턴,수,127,프리미엄,7:3,금융,7,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,110,140
마인드로직,수,20,베이직,5:5,IT,7,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,108,140
마켓잇,수,55,베이직,7:3,마케팅,7,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
메드트로닉,수,78,베이직,7:3,무역,7,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
메쉬코리아,수,22,베이직,6:4,IT,7,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
모빌,수,43,베이직,6:4,IT,7,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,113,140
쓰리빌리언,수,32,베이직,7:3,의료,7,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
알파투쎄븐쓰리,수,44,베이직,7:3,IT,7,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
에픽게임즈,수,98,베이직,7:3,게임,7,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
엔라이즈,수,35,베이직,7:3,IT,7,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
엔픽셀,수,55,베이직,7:3,게임,7,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,104,140
웨딩북,수,26,베이직,5:5,서비스,7,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
위시켓,수,36,베이직,6:4,IT,7,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,108,140
이노레드,수,65,베이직,8:2,마케팅,7,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
이롬플러스,수,22,베이직,7:3,식음료,7,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
이지스,수,48,베이직,8:2,금융,7,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
이지스 CCMM,수,50,베이직,7:3,금융,7,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
코빗,수,48,베이직,7:3,IT,7,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
쿼터백,수,22,베이직,7:3,IT,7,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
큐피스트,수,37,베이직,7:3,IT,7,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
크래프톤,수,120,베이직,7:3,게임,7,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
크립토파라다이스,수,24,베이직,6:4,게임,7,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,109,140
태평양감정평가법인,수,54,베이직,7:3,감정평가,7,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
테거스,수,21,베이직,7:3,IT,7,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
테스시스템,수,22,프리미엄,7:3,IT,7,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
토스,수,20,프리미엄,7:3,핀테크,7,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
토스증권,수,18,프리미엄,7:3,핀테크,7,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
투바이트,수,46,베이직,8:2,게임,7,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
퍼시픽자산운용,수,24,베이직,6:4,금융,7,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
퓨처플레이,수,37,프리미엄,6:4,IT,7,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
프롬더레드,수,22,베이직,7:3,게임,7,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,108,140
플랜얼라이언스,수,25,베이직,7:3,마케팅,7,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
플레이링스,수,22,베이직,7:3,게임,7,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
핀트,수,24,베이직,7:3,전자상거래,7,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
핏투게더,수,30,프리미엄,8:2,IT,7,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,176,140
마스턴,목,114,프리미엄,7:3,금융,-1,몽골리안비프덮밥,양식,0.3,0.7,0.2,170,200
마인드로직,목,18,베이직,5:5,IT,-1,몽골리안비프덮밥,양식,0.3,0.7,0.2,168,200
마켓잇,목,50,베이직,7:3,마케팅,-1,몽골리안비프덮밥,양식,0.3,0.7,0.2,176,200
메드트로닉,목,70,베이직,7:3,무역,-1,몽골리안비프덮밥,양식,0.3,0.7,0.2,176,200
부농,목,23,베이직,7:3,제조,-1,몽골리안비프덮밥,양식,0.3,0.7,0.2,164,200
분당메모리얼파크,목,28,베이직,5:5,서비스,-1,몽골리안비프덮밥,양식,0.3,0.7,0.2,173,200
뷰노,목,85,베이직,7:3,의료,-1,몽골리안비프덮밥,양식,0.3,0.7,0.2,176,200
비트센싱,목,20,베이직,6:4,IT,-1,몽골리안비프덮밥,양식,0.3,0.7,0.2,162,200
비헤이브글로벌,목,29,베이직,5:5,마케팅,-1,몽골리안비프덮밥,양식,0.3,0.7,0.2,173,200
세종메디칼,목,26,베이직,7:3,의료,-1,몽골리안비프덮밥,양식,0.3,0.7,0.2,176,200
알파투쎄븐쓰리,목,40,베이직,7:3,IT,-1,몽골리안비프덮밥,양식,0.3,0.7,0.2,176,200
앤비젼,목,59,프리미엄,7:3,전기전자,-1,몽골리안비프덮밥,양식,0.3,0.7,0.2,176,200
어메이징브루어리,목,15,베이직,6:4,식음료,-1,몽골리안비프덮밥,양식,0.3,0.7,0.2,162,200
에코마케팅,목,115,베이직,5:5,마케팅,-1,몽골리안비프덮밥,양식,0.3,0.7,0.2,176,200
에픽게임즈,목,88,베이직,7:3,게임,-1,몽골리안비프덮밥,양식,0.3,0.7,0.2,176,200
엔라이즈,목,32,베이직,7:3,IT,-1,몽골리안비프덮밥,양식,0.3,0.7,0.2,176,200
엔픽셀,목,50,베이직,7:3,게임,-1,몽골리안비프덮밥,양식,0.3,0.7,0.2,162,200
엠레드클리닉,목,22,베이직,2:8,미용,-1,몽골리안비프덮밥,양식,0.3,0.7,0.2,162,200
오가나셀피부과,목,32,프리미엄,3:7,미용,-1,몽골리안비프덮밥,양식,0.3,0.7,0.2,176,200
이지스,목,43,베이직,8:2,금융,-1,몽골리안비프덮밥,양식,0.3,0.7,0.2,176,200
이지스 CCMM,목,45,베이직,7:3,금융,-1,몽골리안비프덮밥,양식,0.3,0.7,0.2,176,200
인썸니아,목,20,베이직,8:2,IT,-1,몽골리안비프덮밥,양식,0.3,0.7,0.2,168,200
커넥트비글로벌,목,38,베이직,8:2,마케팅,-1,몽골리안비프덮밥,양식,0.3,0.7,0.2,176,200
코렘시스,목,16,베이직,8:2,건설,-1,몽골리안비프덮밥,양식,0.3,0.7,0.2,176,200
코빗,목,43,베이직,7:3,IT,-1,몽골리안비프덮밥,양식,0.3,0.7,0.2,176,200
쿼터백,목,20,베이직,7:3,IT,-1,몽골리안비프덮밥,양식,0.3,0.7,0.2,176,200
큐피스트,목,33,베이직,7:3,IT,-1,몽골리안비프덮밥,양식,0.3,0.7,0.2,176,200
크래프톤,목,108,베이직,7:3,게임,-1,몽골리안비프덮밥,양식,0.3,0.7,0.2,176,200
크립토파라다이스,목,22,베이직,6:4,게임,-1,몽골리안비프덮밥,양식,0.3,0.7,0.2,169,200
태평양감정평가법인,목,49,베이직,7:3,감정평가,-1,몽골리안비프덮밥,양식,0.3,0.7,0.2,176,200
투바이트,목,41,베이직,8:2,게임,-1,몽골리안비프덮밥,양식,0.3,0.7,0.2,176,200
퍼시픽자산운용,목,22,베이직,6:4,금융,-1,몽골리안비프덮밥,양식,0.3,0.7,0.2,176,200
퓨처플레이,목,33,프리미엄,6:4,IT,-1,몽골리안비프덮밥,양식,0.3,0.7,0.2,176,200
프롬더레드,목,20,베이직,7:3,게임,-1,몽골리안비프덮밥,양식,0.3,0.7,0.2,168,200
플랜얼라이언스,목,23,베이직,7:3,마케팅,-1,몽골리안비프덮밥,양식,0.3,0.7,0.2,176,200
플레이링스,목,20,베이직,7:3,게임,-1,몽골리안비프덮밥,양식,0.3,0.7,0.2,176,200
핀트,목,22,베이직,7:3,전자상거래,-1,몽골리안비프덮밥,양식,0.3,0.7,0.2,176,200
핏투게더,목,27,프리미엄,8:2,IT,-1,몽골리안비프덮밥,양식,0.3,0.7,0.2,176,200
휴이노,목,50,베이직,8:2,IT,-1,몽골리안비프덮밥,양식,0.3,0.7,0.2,176,200
Gen.G,목,38,베이직,7:3,게임,-1,몽골리안비프덮밥,양식,0.3,0.7,0.2,126,200
더퍼스트터치,금,30,베이직,7:3,제조,-1,통삼겹구이와김치찜,한식,0.6,0.6,0.2,126,140
마스턴,금,110,프리미엄,7:3,금융,-1,통삼겹구이와김치찜,한식,0.6,0.6,0.2,120,140
마인드로직,금,17,베이직,5:5,IT,-1,통삼겹구이와김치찜,한식,0.6,0.6,0.2,118,140
마켓잇,금,48,베이직,7:3,마케팅,-1,통삼겹구이와김치찜,한식,0.6,0.6,0.2,126,140
메드트로닉,금,68,베이직,7:3,무역,-1,통삼겹구이와김치찜,한식,0.6,0.6,0.2,126,140
메쉬코리아,금,19,베이직,6:4,IT,-1,통삼겹구이와김치찜,한식,0.6,0.6,0.2,126,140
뱅크샐러드,금,44,베이직,6:4,IT,-1,통삼겹구이와김치찜,한식,0.6,0.6,0.2,126,140
버드뷰,금,30,베이직,7:3,IT,-1,통삼겹구이와김치찜,한식,0.6,0.6,0.2,120,140
버킷플레이스,금,117,베이직,5:5,IT,-1,통삼겹구이와김치찜,한식,0.6,0.6,0.2,126,140
버튼,금,23,베이직,6:4,게임,-1,통삼겹구이와김치찜,한식,0.6,0.6,0.2,123,140
뷰노,금,82,베이직,7:3,의료,-1,통삼겹구이와김치찜,한식,0.6,0.6,0.2,126,140
비트센싱,금,19,베이직,6:4,IT,-1,통삼겹구이와김치찜,한식,0.6,0.6,0.2,112,140
비헤이브글로벌,금,28,베이직,5:5,마케팅,-1,통삼겹구이와김치찜,한식,0.6,0.6,0.2,123,140
세종메디칼,금,25,베이직,7:3,의료,-1,통삼겹구이와김치찜,한식,0.6,0.6,0.2,126,140
알파투쎄븐쓰리,금,38,베이직,7:3,IT,-1,통삼겹구이와김치찜,한식,0.6,0.6,0.2,112,140
에코마케팅,금,111,베이직,5:5,마케팅,-1,통삼겹구이와김치찜,한식,0.6,0.6,0.2,126,140
